"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"1498",3160,138,13,234,82,190,239,235,124,2697,2,32
"1499",3136,27,17,175,99,2334,211,201,122,1087,3,33
"1500",3103,67,15,551,-42,4135,234,208,102,4578,1,29
"1501",3213,169,7,390,63,805,226,243,151,362,3,32
"1502",3290,318,7,285,49,900,202,234,171,1560,2,22
"1503",3222,28,11,648,147,4221,216,215,134,3404,1,29
"1504",3238,359,22,492,87,3114,183,195,145,845,3,24
"1505",2601,299,14,30,10,1329,180,234,194,938,3,33
"1506",3070,151,21,351,3,1613,241,235,113,1343,1,29
"1507",3194,278,10,108,-21,3542,193,242,189,1699,1,22
"1508",3258,0,6,361,23,5957,212,229,155,932,1,22
"1509",2961,317,16,446,151,1983,176,224,187,1048,3,33
"1510",3324,101,10,446,45,1423,236,227,121,2457,3,32
"1511",3023,74,28,256,106,2382,240,175,47,2353,3,33
"1512",3130,320,16,382,65,319,177,223,186,1676,2,22
"1513",3066,123,11,124,14,3931,239,231,121,474,1,29
"1514",3118,119,11,400,23,5470,239,230,120,1374,1,29
"1515",3196,202,18,256,44,283,209,253,173,1296,1,22
"1516",2830,290,24,371,98,2681,148,229,218,175,3,33
"1517",3197,1,12,85,-5,3108,203,217,152,3977,1,22
"1518",3201,63,14,192,-6,2940,232,211,109,1950,3,31
"1519",3116,39,10,323,36,3714,221,219,132,4313,1,29
"1520",3475,92,17,655,190,2181,244,212,91,1489,1,40
"1521",3192,140,11,256,-7,1065,237,237,128,2529,1,22
"1522",2638,24,9,60,-4,3454,216,222,142,2914,3,11
"1523",3246,55,10,60,-4,1831,226,219,126,2704,1,22
"1524",3267,5,9,180,39,1590,209,223,152,849,3,31
"1525",3227,41,16,480,40,2002,221,204,115,1842,3,33
"1526",2923,15,17,134,15,1892,203,204,134,955,1,29
"1527",2696,136,14,90,5,1558,240,234,120,1415,1,12
"1528",3378,345,17,725,189,895,183,210,163,674,2,31
"1529",3213,1,16,420,14,484,195,208,149,1116,2,23
"1530",2752,13,16,60,4,1300,203,205,136,1006,3,33
"1531",3132,98,35,201,95,3679,251,168,13,2763,3,22
"1532",3313,272,21,964,203,1350,159,241,218,2874,3,31
"1533",2925,3,17,216,49,2324,195,206,146,2121,3,33
"1534",2841,345,22,60,25,1266,171,199,163,1812,3,24
"1535",3051,38,22,120,-4,2735,214,186,97,1259,3,24
"1536",3012,6,2,90,1,5167,216,234,155,2542,1,23
"1537",2783,45,10,0,0,2509,223,218,129,2720,1,23
"1538",3104,333,14,162,-2,2414,186,221,174,2954,1,22
"1539",2785,86,10,450,82,2947,235,223,119,6484,1,12
"1540",2623,45,13,524,53,2936,223,211,120,2845,3,10
"1541",3003,288,20,108,-22,698,161,234,212,1027,3,13
"1542",3138,102,12,30,-3,4053,239,225,114,3178,3,22
"1543",3598,66,27,1008,313,2431,235,176,57,1360,1,40
"1544",3320,77,37,300,120,3827,237,147,7,2659,1,39
"1545",3138,225,7,60,3,700,211,247,172,2400,2,23
"1546",3086,298,5,127,4,216,207,238,170,1982,2,23
"1547",3179,2,7,0,0,1758,210,226,154,466,1,23
"1548",3239,28,14,192,30,4325,214,210,129,2089,3,22
"1549",2952,51,9,175,13,6066,225,221,129,3839,1,24
"1550",2845,74,12,0,0,3999,234,217,114,2881,1,23
"1551",3071,128,11,134,15,3960,238,233,125,499,1,29
"1552",2745,336,17,153,28,162,181,216,172,713,1,30
"1553",3071,325,13,0,0,3131,187,225,178,525,1,29
"1554",2915,72,23,134,39,240,239,189,70,1282,1,29
"1555",2819,355,10,95,12,1195,203,222,157,2868,3,31
"1556",3036,315,8,42,-3,834,198,233,175,1739,2,24
"1557",3070,153,15,30,-2,3586,237,240,130,5198,1,30
"1558",3241,91,13,180,-34,1390,240,219,108,1784,1,38
"1559",3146,359,13,242,52,2431,200,216,153,797,3,23
"1560",3179,112,13,212,38,2460,242,225,109,1518,3,32
"1561",3110,345,11,600,93,1475,198,222,163,2315,3,32
"1562",2962,110,5,0,0,2598,228,234,140,1758,3,22
"1563",3138,344,17,108,31,1140,183,211,164,402,3,24
"1564",3244,48,6,721,96,6024,223,227,140,1505,1,29
"1565",3174,151,22,120,8,573,241,234,110,2221,2,13
"1566",3255,49,5,524,11,4281,222,229,143,2488,1,22
"1567",3041,32,3,0,0,2980,219,232,150,488,1,30
"1568",3044,208,11,150,3,5770,212,251,173,2614,1,29
"1569",3222,107,13,30,-7,1679,242,224,109,2681,1,30
"1570",3044,227,16,85,11,1671,196,253,191,1332,3,23
"1571",3156,129,12,0,0,1385,240,233,121,2620,1,29
"1572",2753,62,18,162,41,1803,232,199,92,272,3,31
"1573",3118,216,13,0,0,2374,207,252,179,335,3,23
"1574",3104,104,15,30,-8,2791,245,219,99,3472,1,22
"1575",2951,23,17,170,57,2322,208,202,126,1804,3,33
"1576",2922,63,3,85,-5,1301,222,233,146,3202,1,23
"1577",3118,333,8,90,11,2079,202,230,167,755,3,23
"1578",2919,148,4,85,0,5029,226,239,148,3448,1,16
"1579",3191,33,16,382,-16,3863,215,202,118,3799,1,23
"1580",2821,0,3,108,4,1052,215,233,156,192,3,23
"1581",3130,211,19,258,47,1896,201,254,183,680,1,22
"1582",2838,357,9,30,-4,3062,206,224,156,2388,1,23
"1583",3266,182,16,270,60,1786,223,249,153,1652,3,33
"1584",3163,72,12,446,100,552,234,216,112,716,3,31
"1585",3456,245,19,495,146,3496,178,251,208,942,1,39
"1586",3008,129,9,201,37,2428,236,235,129,582,1,29
"1587",3387,151,8,350,187,2692,231,240,141,591,3,32
"1588",3233,267,12,60,17,3542,189,245,195,1800,1,22
"1589",3216,119,8,566,68,5812,235,233,129,1565,1,29
"1590",2872,329,26,153,38,162,150,200,184,1572,1,30
"1591",3079,103,20,60,-10,2518,249,210,80,1381,3,27
"1592",2742,157,12,85,9,543,233,242,138,2362,1,29
"1593",3188,35,4,0,0,2991,219,231,148,4045,1,22
"1594",3212,21,4,450,31,5673,217,231,151,2650,1,29
"1595",3071,135,8,190,-33,663,233,237,135,1666,1,23
"1596",3307,135,12,408,84,3154,239,235,124,2882,3,32
"1597",3443,30,15,576,209,2100,214,206,124,1846,1,40
"1598",3205,145,11,371,23,4349,236,238,132,2781,1,29
"1599",2967,72,2,180,13,2403,222,234,149,1471,1,29
"1600",3184,90,6,30,-3,2244,229,231,136,907,1,23
"1601",3055,156,18,384,123,1481,237,239,125,3420,1,29
"1602",2898,96,20,0,0,295,247,208,80,534,1,29
"1603",3187,285,7,124,6,2800,202,240,178,1292,3,23
"1604",3082,117,24,190,35,630,253,209,70,1477,1,30
"1605",3101,342,12,212,16,3813,194,221,165,994,1,29
"1606",3163,36,13,30,-1,3172,219,211,126,3827,1,22
"1607",2980,344,34,192,68,2594,135,168,159,2007,3,33
"1608",3172,323,17,607,33,2023,174,220,185,424,3,33
"1609",2980,305,18,42,15,258,169,228,198,450,2,23
"1610",3292,295,12,616,132,4230,187,237,190,2429,3,38
"1611",3174,169,11,124,12,532,228,245,147,1299,1,23
"1612",3024,331,13,0,0,3502,189,223,174,1026,3,22
"1613",3121,309,31,277,90,2654,121,202,213,2776,1,29
"1614",3041,150,14,150,4,1588,237,239,128,960,1,23
"1615",3089,32,21,255,95,2580,210,190,108,1091,3,24
"1616",3181,62,12,60,22,2320,230,215,115,2678,1,29
"1617",3300,72,2,95,-3,4522,222,234,149,3852,3,23
"1618",3259,243,10,242,5,1825,201,248,185,4050,2,32
"1619",3144,232,11,162,27,1302,203,250,184,785,3,23
"1620",2636,0,8,60,-6,1061,208,225,154,1708,3,33
"1621",3132,166,10,150,23,2836,229,244,145,3421,1,30
"1622",3216,150,8,95,-11,2418,231,240,141,3878,2,23
"1623",3041,26,16,339,66,4070,211,204,125,5004,1,20
"1624",3318,268,9,42,15,5426,197,244,185,864,1,38
"1625",3011,227,11,124,3,5632,204,251,183,2672,1,29
"1626",3041,328,15,30,10,3803,182,221,179,2651,1,24
"1627",2926,180,5,0,0,5171,222,243,156,3247,1,23
"1628",3080,175,11,30,-5,2223,226,246,151,3610,1,23
"1629",2974,117,1,60,0,2616,220,237,153,1790,1,19
"1630",3253,53,5,518,9,4308,223,229,142,2471,1,22
"1631",2892,108,10,30,6,4294,237,229,122,3157,1,29
"1632",3106,105,5,108,16,3229,228,234,140,5455,1,30
"1633",2988,288,5,60,-2,5328,205,239,173,4669,1,19
"1634",3194,273,14,120,30,1703,181,243,201,2362,3,33
"1635",3071,35,4,150,2,5309,219,231,148,2549,1,23
"1636",3044,252,10,362,82,3087,197,247,189,1199,3,23
"1637",3000,5,17,120,53,638,196,205,144,2497,1,29
"1638",2859,242,8,85,-3,2676,205,247,180,2408,1,29
"1639",3120,26,8,390,45,2003,216,222,142,2456,3,32
"1640",3060,233,7,726,61,5705,208,247,175,3622,1,29
"1641",2932,68,11,60,6,5159,232,218,118,3014,1,16
"1642",3284,172,20,90,24,4457,228,245,139,2293,1,38
"1643",3067,111,15,95,18,3209,245,222,102,2571,1,29
"1644",3260,96,12,272,39,3573,239,222,111,3759,1,40
"1645",2994,11,20,120,24,1889,194,195,132,3805,1,29
"1646",3347,148,18,658,172,1552,241,235,116,1100,2,33
"1647",2930,327,13,30,5,1360,188,225,176,2431,3,20
"1648",2939,0,2,362,8,2068,216,234,156,997,3,23
"1649",2998,66,12,30,8,2783,232,215,114,774,1,29
"1650",3211,313,10,42,2,3115,193,233,179,4119,1,23
"1651",3303,95,24,319,85,1507,250,195,59,1370,2,33
"1652",3171,51,18,570,111,1521,226,198,100,2301,3,33
"1653",2984,285,15,127,24,2352,179,239,200,488,1,29
"1654",3017,131,9,85,9,2848,235,235,132,541,1,29
"1655",3056,34,16,242,60,1826,216,203,118,3587,3,33
"1656",2756,52,8,30,7,1301,225,223,132,2121,3,20
"1657",2855,123,13,85,13,2294,242,230,114,720,3,13
"1658",2839,110,26,90,41,95,253,201,58,618,1,29
"1659",3297,295,40,201,32,2871,82,195,236,2448,1,39
"1660",3192,106,4,361,4,162,227,234,142,2045,2,40
"1661",3208,275,11,175,24,67,189,243,193,1800,2,23
"1662",2814,54,15,90,22,4199,227,206,108,5348,1,29
"1663",3372,324,6,342,38,1440,205,233,168,2184,3,32
"1664",3098,354,19,309,37,1218,185,204,154,150,3,24
"1665",3180,60,13,446,76,2962,230,213,114,1708,3,31
"1666",3161,274,9,228,-4,3529,195,243,187,1405,1,29
"1667",3154,336,9,30,2,4595,199,227,167,3051,1,23
"1668",2957,194,2,30,-1,5322,219,240,158,2383,1,23
"1669",3253,336,10,90,15,3325,197,226,168,2112,1,29
"1670",2996,131,28,150,-19,2564,252,212,68,1613,3,27
"1671",3010,302,3,85,4,5126,211,238,165,2605,1,23
"1672",3405,356,24,301,112,2497,174,189,147,2483,1,39
"1673",3263,77,5,0,0,1006,227,230,138,2184,1,38
"1674",3047,28,11,600,13,6414,216,215,134,3540,1,29
"1675",3384,310,20,495,166,859,162,222,198,1230,2,33
"1676",3116,356,10,216,26,3509,204,222,156,2824,1,24
"1677",3061,175,11,210,6,997,226,246,151,3055,3,33
"1678",3211,59,11,0,0,2320,228,217,120,2982,1,29
"1679",2991,333,15,180,46,3112,184,220,174,1358,3,33
"1680",3191,2,7,0,0,2294,210,226,154,2381,1,29
"1681",2998,0,10,60,2,994,206,222,154,2232,3,24
"1682",3095,315,7,30,1,2214,201,234,172,3148,1,22
"1683",3203,187,8,0,0,3384,221,246,159,1381,3,23
"1684",3310,311,19,0,0,3964,165,223,197,1027,1,38
"1685",3034,53,2,0,0,2896,221,234,150,2731,1,23
"1686",2702,214,27,42,19,1315,184,253,192,1572,3,4
"1687",3176,103,8,418,60,2147,234,230,127,2903,3,24
"1688",3378,137,12,350,178,2736,238,235,126,592,3,32
"1689",3426,99,11,450,141,2037,239,224,114,1584,1,40
"1690",3291,326,2,150,24,5790,215,237,160,666,1,22
"1691",2904,296,16,30,11,2546,173,234,200,752,3,22
"1692",3159,5,20,360,105,3620,191,197,140,1660,3,31
"1693",3215,277,6,301,31,417,204,241,176,1410,3,32
"1694",2784,345,11,162,19,3132,199,223,163,3026,1,29
"1695",3021,52,15,361,112,4395,227,206,108,4659,1,29
"1696",3326,93,18,210,56,3437,246,209,85,1347,3,40
"1697",3222,125,15,67,19,2522,244,228,109,2694,1,30
"1698",3273,164,12,127,9,3426,231,244,142,706,3,33
"1699",3147,126,10,331,14,5414,238,233,125,1800,1,29
"1700",2952,17,6,0,0,1149,215,228,150,2234,3,32
"1701",3211,41,14,268,14,5341,221,209,121,1253,1,29
"1702",3213,208,10,60,0,1290,213,250,172,592,3,21
"1703",3253,41,9,516,191,994,221,221,134,525,1,22
"1704",3151,23,14,552,70,1535,211,209,131,3570,3,33
"1705",3213,80,19,319,79,845,242,201,82,5262,2,22
"1706",3134,192,23,108,31,2832,212,251,161,1140,3,33
"1707",3223,165,16,180,13,2221,232,244,138,1705,3,27
"1708",3089,305,15,150,32,1441,177,231,193,1579,3,23
"1709",3343,266,11,212,39,1756,192,245,192,1825,3,32
"1710",3192,262,10,379,45,2505,195,245,189,342,3,23
"1711",3235,348,8,124,7,3245,205,227,160,2151,1,29
"1712",3100,63,10,30,2,1693,229,220,123,283,1,23
"1713",2861,307,12,212,22,2870,186,232,187,2460,1,29
"1714",2817,143,16,42,11,2329,241,235,119,1033,3,13
"1715",3166,282,7,134,6,3847,201,241,179,1972,3,23
"1716",3133,310,25,162,64,4232,145,214,206,949,1,22
"1717",2837,100,18,42,8,3907,247,213,89,3155,1,30
"1718",3126,53,7,391,20,3719,224,224,134,3721,1,29
"1719",3329,313,9,564,39,3679,197,234,177,1489,1,39
"1720",3030,295,16,42,10,1398,174,234,199,2550,3,22
"1721",3213,84,29,342,100,1050,246,177,39,1978,1,29
"1722",3226,322,3,277,5,5790,212,236,162,1824,1,22
"1723",2982,42,19,283,73,4497,219,195,104,4555,1,29
"1724",3352,270,9,85,8,3311,198,243,185,2210,3,38
"1725",3355,159,11,424,155,2770,232,242,140,661,3,32
"1726",3165,300,16,300,89,2947,173,232,198,1159,3,32
"1727",3329,322,6,300,61,3198,205,234,168,1857,1,38
"1728",3035,239,3,0,0,1723,214,241,165,1739,3,21
"1729",3100,5,10,258,42,4968,208,221,150,2814,1,22
"1730",2773,231,26,30,14,2384,170,252,210,459,3,33
"1731",2970,341,9,42,-2,3247,201,226,165,1129,3,20
"1732",2734,17,6,95,5,1288,215,226,148,1853,1,12
"1733",2798,45,5,446,76,3132,222,228,142,6352,1,12
"1734",3065,253,8,552,89,6069,202,246,182,1645,1,29
"1735",3238,176,12,150,6,4562,226,246,150,2546,3,33
"1736",3282,305,10,570,7,2430,193,235,182,671,3,32
"1737",3279,60,8,285,121,5047,226,224,132,1648,1,29
"1738",3298,15,11,424,100,1293,210,217,143,1816,1,22
"1739",3182,18,5,95,10,3839,216,229,150,1514,1,22
"1740",3115,17,5,60,2,1842,216,229,151,3012,3,23
"1741",2904,141,12,30,2,1390,238,236,126,2514,3,20
"1742",3126,128,6,360,10,2123,230,236,140,2700,3,32
"1743",3246,343,22,361,67,4463,171,201,165,1507,1,38
"1744",2800,30,13,60,5,1332,216,212,130,2854,3,24
"1745",3189,39,6,0,0,2962,220,227,142,4063,1,39
"1746",3146,340,6,90,20,1465,207,231,163,592,3,23
"1747",2993,90,3,0,0,2230,225,234,145,4127,1,23
"1748",3579,0,18,390,167,3037,190,203,147,1507,1,40
"1749",3190,61,10,30,0,1962,228,220,124,1676,2,19
"1750",2808,25,17,153,34,1044,210,202,124,3185,3,24
"1751",3111,215,11,120,5,1410,209,251,176,2442,3,33
"1752",3184,77,21,295,22,1180,241,196,75,2381,1,29
"1753",3181,311,17,120,-9,4137,171,226,194,1814,3,22
"1754",2992,183,13,150,13,1836,223,248,156,3773,1,23
"1755",3278,50,7,277,87,2006,224,224,135,2427,1,39
"1756",3191,18,15,124,27,4146,207,207,134,2080,3,39
"1757",3080,85,10,127,20,2268,235,222,118,1260,1,30
"1758",2840,129,13,42,7,4768,241,232,117,60,1,30
"1759",2870,322,8,283,98,3776,200,232,171,5796,1,29
"1760",3127,24,14,150,15,4176,212,209,132,1773,1,23
"1761",3147,108,8,424,27,382,235,231,128,5702,2,23
"1762",3201,85,6,85,-13,2521,228,230,136,2632,1,22
"1763",3184,148,15,85,2,5282,238,238,125,1142,1,29
"1764",3264,40,11,417,43,3693,221,216,128,3209,1,40
"1765",2990,150,13,297,50,313,236,239,131,1471,1,23
"1766",3205,204,5,150,10,5372,217,244,163,1149,1,29
"1767",2652,48,13,350,19,3186,224,212,120,2970,3,11
"1768",2794,315,8,60,7,2490,199,234,174,2618,1,23
"1769",2843,315,8,30,5,2634,199,234,174,2110,3,20
"1770",2824,41,13,212,32,1064,221,210,122,3144,3,32
"1771",3104,322,20,350,95,725,166,216,188,1746,3,22
"1772",3295,135,41,335,172,3029,245,188,28,3107,1,29
"1773",3134,50,7,216,32,5181,224,225,136,3282,1,22
"1774",3209,294,6,218,25,446,204,239,174,1383,3,31
"1775",3300,276,22,938,190,1381,156,238,220,2832,3,31
"1776",3195,11,4,201,16,3971,216,232,153,1370,1,38
"1777",3221,103,3,134,-8,4508,225,235,145,834,1,29
"1778",3013,77,3,42,0,1061,224,233,145,2787,3,23
"1779",3004,108,7,30,6,1998,232,232,133,2987,3,23
"1780",3476,194,9,691,222,1062,219,247,163,1150,2,40
"1781",3013,287,8,120,8,5603,198,240,181,2064,1,22
"1782",3213,39,12,731,96,993,220,213,126,1987,3,32
"1783",3240,274,11,365,60,2927,192,243,191,808,3,32
"1784",3220,172,15,124,32,1114,229,246,145,2687,1,22
"1785",3239,128,19,551,123,2575,247,225,98,2713,3,33
"1786",2827,73,9,361,72,3350,231,223,124,6152,1,12
"1787",3228,90,2,484,21,4790,222,236,150,2356,1,38
"1788",3187,263,10,295,44,4576,196,245,188,1201,1,22
"1789",3096,297,1,277,19,2563,216,238,160,1914,3,32
"1790",3246,7,13,175,53,1504,203,213,146,379,1,23
"1791",3130,352,25,192,69,1006,167,188,152,2024,1,29
"1792",3136,56,19,30,-2,5273,228,195,92,1073,1,29
"1793",3233,140,8,67,4,2588,233,238,136,1150,1,22
"1794",3116,66,5,361,67,3515,225,230,141,977,1,29
"1795",3057,276,14,361,74,3283,181,242,200,1621,3,24
"1796",3096,124,5,300,36,2843,229,236,140,6100,1,29
"1797",3062,68,17,420,21,1053,235,205,96,1811,3,22
"1798",3393,220,7,295,24,2890,212,247,172,1897,3,32
"1799",3243,319,13,760,25,3485,186,227,181,1153,3,22
"1800",3185,95,9,285,43,3037,234,227,124,4962,1,29
"1801",3011,31,12,150,31,1231,216,213,131,2192,3,32
"1802",3375,313,9,376,79,1194,195,233,178,3005,3,32
"1803",3220,90,4,331,18,2503,226,233,143,1410,3,23
"1804",3119,130,20,108,-3,3629,248,225,96,2411,1,29
"1805",3276,87,5,0,0,1165,227,231,138,2287,1,38
"1806",3311,297,21,685,112,769,155,228,211,1045,2,22
"1807",3142,51,6,90,0,5370,223,227,139,2230,1,23
"1808",3099,322,5,0,0,4420,206,234,167,3387,1,22
"1809",2932,27,8,247,1,1950,217,222,141,953,3,23
"1810",3228,50,19,42,14,1347,225,195,96,2676,1,30
"1811",3179,38,16,0,0,1634,218,203,115,570,3,31
"1812",3107,15,7,30,3,1040,214,225,148,1825,1,23
"1813",3236,89,16,127,23,3369,243,212,93,3952,1,38
"1814",3074,330,18,258,74,474,176,216,179,1891,3,22
"1815",3035,317,15,150,35,417,178,225,186,1836,3,22
"1816",3223,6,18,366,86,1114,195,203,142,5131,2,22
"1817",3020,51,17,247,75,1816,226,202,104,3428,3,33
"1818",2798,286,26,67,46,3573,139,229,225,5864,1,29
"1819",2979,107,25,30,-14,2643,253,201,60,1480,3,27
"1820",3160,315,16,190,15,3546,175,225,190,1952,1,24
"1821",3306,6,9,457,-22,1415,210,223,151,1905,1,35
"1822",3031,56,10,351,27,5509,227,218,124,4164,1,29
"1823",3121,316,13,283,45,228,185,228,183,1360,2,22
"1824",3055,334,13,201,1,2349,190,222,171,732,3,22
"1825",2907,276,9,0,0,2760,196,242,186,1050,3,23
"1826",3068,68,10,443,20,3095,231,220,121,277,1,29
"1827",3218,288,3,604,68,5920,211,239,166,2619,1,29
"1828",2834,290,15,60,6,2673,178,237,199,2427,1,29
"1829",3151,154,13,190,35,2460,235,241,134,3142,3,24
"1830",3277,135,7,402,25,6181,231,237,139,553,1,22
"1831",3301,99,17,391,16,1550,246,215,92,2084,1,38
"1832",2952,77,21,240,9,295,241,197,77,1234,1,29
"1833",3324,337,15,0,0,2250,185,218,171,1442,3,38
"1834",3302,346,20,503,27,2424,178,205,163,990,3,32
"1835",3273,348,14,616,68,3362,193,216,161,4341,1,23
"1836",3197,309,18,190,37,2546,169,226,196,1084,3,23
"1837",3269,261,18,277,45,3208,174,247,210,1231,3,32
"1838",3177,336,8,190,2,684,202,229,166,1310,3,23
"1839",2842,327,21,134,42,2191,163,210,184,1399,3,33
"1840",3217,295,21,443,140,4377,156,229,211,1289,1,29
"1841",2983,7,15,361,48,5132,202,210,144,1867,1,29
"1842",3186,294,22,361,109,4408,154,229,213,1262,1,29
"1843",3137,189,6,0,0,800,220,244,159,2312,2,19
"1844",3223,90,13,150,-16,1692,240,219,107,2534,1,22
"1845",2833,87,9,0,0,2349,234,225,123,730,3,23
"1846",3158,328,14,492,148,730,185,222,177,1931,3,24
"1847",2771,14,11,150,37,1392,210,217,144,1722,1,12
"1848",2988,353,12,376,69,4968,199,218,157,5850,1,12
"1849",3182,121,4,361,-25,3929,227,236,144,3757,1,23
"1850",3305,149,11,210,-16,1889,234,240,135,3160,1,38
"1851",3309,79,29,162,75,4311,243,173,40,1153,1,29
"1852",3273,345,8,408,99,3525,204,227,162,2742,3,31
"1853",3174,196,10,108,12,2611,218,248,164,1092,3,32
"1854",3091,76,15,335,-91,1772,237,212,102,1343,1,29
"1855",3197,347,17,499,130,4128,185,210,161,726,3,24
"1856",3246,47,10,391,101,2512,224,218,128,3283,3,31
"1857",2947,294,10,60,6,2106,191,238,187,503,3,32
"1858",3349,270,6,301,50,3600,204,242,177,2067,3,32
"1859",3039,49,5,30,0,3700,222,229,142,379,1,23
"1860",3153,80,7,30,3,2128,230,228,131,684,1,23
"1861",3325,37,12,480,-11,1600,219,212,126,2058,1,35
"1862",3268,17,9,240,36,3189,213,222,145,2271,1,29
"1863",2811,284,9,30,0,2250,195,241,185,2061,3,23
"1864",3170,319,26,446,102,384,144,206,197,1550,2,22
"1865",3034,280,4,42,4,3056,208,240,170,930,3,23
"1866",3031,24,3,182,23,2423,218,233,152,960,1,23
"1867",3050,320,8,201,4,3656,200,233,172,834,3,22
"1868",3073,70,22,134,-13,725,238,191,74,1231,1,29
"1869",3107,176,12,335,7,3616,226,246,152,1006,1,29
"1870",3013,351,18,319,101,2496,184,206,158,2084,3,33
"1871",3069,52,16,242,68,2147,227,205,107,2790,3,32
"1872",3416,176,11,674,-36,1308,226,246,152,3973,2,38
"1873",3061,85,10,270,17,3210,235,222,118,524,1,29
"1874",2993,103,9,42,3,2877,235,229,125,1698,3,22
"1875",3150,142,34,690,73,1018,245,209,62,2495,1,29
"1876",3352,231,15,242,97,3554,195,252,192,573,1,39
"1877",2704,209,28,60,21,1221,187,252,186,1652,3,4
"1878",3244,317,8,469,46,543,198,233,174,1712,2,23
"1879",3185,304,12,830,158,4294,187,234,187,2154,1,29
"1880",2920,14,16,242,45,1641,203,204,135,1182,1,29
"1881",3126,318,14,309,49,255,183,227,184,1380,2,22
"1882",3086,308,12,67,-5,3750,188,232,185,840,1,29
"1883",3146,321,7,488,33,3823,203,234,170,3407,1,29
"1884",3022,122,6,210,2,1440,230,235,138,1050,3,23
"1885",3098,162,9,268,-4,3750,229,243,145,1116,1,29
"1886",3242,35,10,268,5,4463,219,219,135,1556,1,23
"1887",3073,325,10,95,15,4855,196,230,173,2863,1,22
"1888",3055,219,12,297,45,3069,206,251,180,979,3,32
"1889",3209,278,7,417,72,1922,202,241,179,2047,3,31
"1890",3160,44,15,323,89,3463,222,205,114,1624,3,31
"1891",3187,96,13,382,109,339,241,220,107,2592,2,32
"1892",3136,39,13,190,3,1766,220,211,123,732,3,31
"1893",3042,41,10,301,75,872,222,217,130,752,1,29
"1894",3363,314,16,283,31,1464,176,226,189,2053,2,40
"1895",3277,100,16,454,-8,4106,245,216,96,2502,1,40
"1896",3312,126,20,765,196,2877,248,223,94,2646,3,33
"1897",3154,284,15,108,17,2123,178,239,201,842,3,32
"1898",3238,10,11,933,165,1624,208,218,146,755,3,24
"1899",3283,7,13,180,44,3480,204,214,146,2348,3,31
"1900",3454,25,15,764,218,1050,211,206,128,997,2,40
"1901",3149,2,6,382,30,3561,212,229,154,3805,1,29
"1902",3039,5,8,0,0,1800,210,224,152,3181,3,23
"1903",2975,80,21,60,-6,5180,243,199,77,2714,1,29
"1904",3124,335,8,376,31,1388,202,230,166,1172,2,24
"1905",3095,315,8,124,3,1692,198,233,175,942,3,23
"1906",3038,17,13,484,179,1616,209,213,139,3154,3,31
"1907",3055,32,9,42,1,1348,218,220,137,1680,3,32
